target,model,seed,test_block,cycle,cycle_run,true_event_cycle,event_detected_on_positive_window,normal_cycle_false_alarm,window_count,predicted_positive_window_count
ProtectiveStop,lstm,43,5,117,116,1,1.0,,19,9
ProtectiveStop,lstm,43,5,118,117,1,1.0,,30,11
ProtectiveStop,lstm,43,5,119,118,0,,0.0,16,0
ProtectiveStop,lstm,43,5,120,119,0,,1.0,15,1
ProtectiveStop,lstm,43,5,121,120,0,,0.0,16,0
ProtectiveStop,lstm,43,5,122,121,0,,1.0,15,1
ProtectiveStop,lstm,43,5,123,122,0,,1.0,14,2
ProtectiveStop,lstm,43,5,124,123,0,,0.0,16,0
ProtectiveStop,lstm,43,5,125,124,0,,0.0,13,0
ProtectiveStop,lstm,44,5,101,100,0,,0.0,15,0
ProtectiveStop,lstm,44,5,102,101,0,,0.0,15,0
ProtectiveStop,lstm,44,5,103,102,1,1.0,,54,52
ProtectiveStop,lstm,44,5,104,103,0,,0.0,2,0
ProtectiveStop,lstm,44,5,105,104,0,,0.0,14,0
ProtectiveStop,lstm,44,5,106,105,0,,0.0,15,0
ProtectiveStop,lstm,44,5,107,106,0,,0.0,15,0
ProtectiveStop,lstm,44,5,108,107,1,1.0,,47,20
ProtectiveStop,lstm,44,5,109,108,0,,0.0,15,0
ProtectiveStop,lstm,44,5,110,109,0,,0.0,4,0
ProtectiveStop,lstm,44,5,111,110,0,,0.0,16,0
ProtectiveStop,lstm,44,5,112,111,0,,1.0,15,1
ProtectiveStop,lstm,44,5,113,112,0,,1.0,15,2
ProtectiveStop,lstm,44,5,114,113,0,,1.0,16,1
ProtectiveStop,lstm,44,5,115,114,1,1.0,,43,20
ProtectiveStop,lstm,44,5,116,115,0,,1.0,15,1
ProtectiveStop,lstm,44,5,117,116,1,1.0,,19,6
ProtectiveStop,lstm,44,5,118,117,1,1.0,,30,11
ProtectiveStop,lstm,44,5,119,118,0,,0.0,16,0
ProtectiveStop,lstm,44,5,120,119,0,,0.0,15,0
ProtectiveStop,lstm,44,5,121,120,0,,0.0,16,0
ProtectiveStop,lstm,44,5,122,121,0,,1.0,15,1
ProtectiveStop,lstm,44,5,123,122,0,,1.0,14,2
ProtectiveStop,lstm,44,5,124,123,0,,0.0,16,0
ProtectiveStop,lstm,44,5,125,124,0,,0.0,13,0
ProtectiveStop,lstm,42,7,151,129,0,,0.0,15,0
ProtectiveStop,lstm,42,7,152,130,1,1.0,,21,7
ProtectiveStop,lstm,42,7,153,131,0,,0.0,15,0
ProtectiveStop,lstm,42,7,154,132,0,,0.0,16,0
ProtectiveStop,lstm,42,7,155,133,0,,0.0,15,0
ProtectiveStop,lstm,42,7,156,134,0,,0.0,15,0
ProtectiveStop,lstm,42,7,157,135,0,,0.0,16,0
ProtectiveStop,lstm,42,7,159,137,1,1.0,,23,10
ProtectiveStop,lstm,42,7,160,138,0,,0.0,16,0
ProtectiveStop,lstm,42,7,161,139,0,,0.0,15,0
ProtectiveStop,lstm,42,7,162,140,0,,0.0,15,0
ProtectiveStop,lstm,42,7,163,141,1,1.0,,44,11
ProtectiveStop,lstm,42,7,164,142,1,1.0,,21,6
ProtectiveStop,lstm,42,7,165,143,0,,0.0,15,0
ProtectiveStop,lstm,42,7,166,144,0,,0.0,15,0
ProtectiveStop,lstm,42,7,167,145,0,,1.0,15,1
ProtectiveStop,lstm,42,7,168,146,0,,0.0,16,0
ProtectiveStop,lstm,42,7,169,147,0,,0.0,15,0
ProtectiveStop,lstm,42,7,170,148,1,1.0,,47,10
ProtectiveStop,lstm,42,7,171,149,0,,0.0,15,0
ProtectiveStop,lstm,42,7,172,150,0,,0.0,15,0
ProtectiveStop,lstm,42,7,173,151,1,0.0,,21,0
ProtectiveStop,lstm,42,7,174,152,1,0.0,,19,0
ProtectiveStop,lstm,42,7,175,153,1,1.0,,35,15
ProtectiveStop,lstm,43,7,151,129,0,,0.0,15,0
ProtectiveStop,lstm,43,7,152,130,1,1.0,,21,7
ProtectiveStop,lstm,43,7,153,131,0,,0.0,15,0
ProtectiveStop,lstm,43,7,154,132,0,,0.0,16,0
ProtectiveStop,lstm,43,7,155,133,0,,0.0,15,0
ProtectiveStop,lstm,43,7,156,134,0,,0.0,15,0
ProtectiveStop,lstm,43,7,157,135,0,,0.0,16,0
ProtectiveStop,lstm,43,7,159,137,1,1.0,,23,10
ProtectiveStop,lstm,43,7,160,138,0,,0.0,16,0
ProtectiveStop,lstm,43,7,161,139,0,,0.0,15,0
ProtectiveStop,lstm,43,7,162,140,0,,0.0,15,0
ProtectiveStop,lstm,43,7,163,141,1,1.0,,44,11
ProtectiveStop,lstm,43,7,164,142,1,1.0,,21,6
ProtectiveStop,lstm,43,7,165,143,0,,0.0,15,0
ProtectiveStop,lstm,43,7,166,144,0,,0.0,15,0
ProtectiveStop,lstm,43,7,167,145,0,,1.0,15,1
ProtectiveStop,lstm,43,7,168,146,0,,0.0,16,0
ProtectiveStop,lstm,43,7,169,147,0,,0.0,15,0
ProtectiveStop,lstm,43,7,170,148,1,1.0,,47,10
ProtectiveStop,lstm,43,7,171,149,0,,0.0,15,0
ProtectiveStop,lstm,43,7,172,150,0,,0.0,15,0
ProtectiveStop,lstm,43,7,173,151,1,0.0,,21,0
ProtectiveStop,lstm,43,7,174,152,1,0.0,,19,0
ProtectiveStop,lstm,43,7,175,153,1,1.0,,35,16
ProtectiveStop,lstm,44,7,151,129,0,,0.0,15,0
ProtectiveStop,lstm,44,7,152,130,1,1.0,,21,8
ProtectiveStop,lstm,44,7,153,131,0,,0.0,15,0
ProtectiveStop,lstm,44,7,154,132,0,,0.0,16,0
ProtectiveStop,lstm,44,7,155,133,0,,0.0,15,0
ProtectiveStop,lstm,44,7,156,134,0,,0.0,15,0
ProtectiveStop,lstm,44,7,157,135,0,,0.0,16,0
ProtectiveStop,lstm,44,7,159,137,1,1.0,,23,9
ProtectiveStop,lstm,44,7,160,138,0,,0.0,16,0
ProtectiveStop,lstm,44,7,161,139,0,,0.0,15,0
ProtectiveStop,lstm,44,7,162,140,0,,0.0,15,0
ProtectiveStop,lstm,44,7,163,141,1,1.0,,44,12
ProtectiveStop,lstm,44,7,164,142,1,1.0,,21,8
ProtectiveStop,lstm,44,7,165,143,0,,0.0,15,0
ProtectiveStop,lstm,44,7,166,144,0,,0.0,15,0
ProtectiveStop,lstm,44,7,167,145,0,,1.0,15,1
ProtectiveStop,lstm,44,7,168,146,0,,0.0,16,0
ProtectiveStop,lstm,44,7,169,147,0,,0.0,15,0
ProtectiveStop,lstm,44,7,170,148,1,1.0,,47,11
ProtectiveStop,lstm,44,7,171,149,0,,0.0,15,0
ProtectiveStop,lstm,44,7,172,150,0,,0.0,15,0
ProtectiveStop,lstm,44,7,173,151,1,1.0,,21,4
ProtectiveStop,lstm,44,7,174,152,1,0.0,,19,0
ProtectiveStop,lstm,44,7,175,153,1,1.0,,35,16
ProtectiveStop,lstm,42,8,176,154,0,,1.0,15,3
ProtectiveStop,lstm,42,8,177,155,0,,1.0,15,1
ProtectiveStop,lstm,42,8,178,156,0,,0.0,16,0
ProtectiveStop,lstm,42,8,179,157,0,,0.0,15,0
ProtectiveStop,lstm,42,8,180,158,0,,0.0,15,0
ProtectiveStop,lstm,42,8,181,159,0,,1.0,14,4
ProtectiveStop,lstm,42,8,182,160,1,1.0,,18,5
ProtectiveStop,lstm,42,8,183,161,1,1.0,,38,9
ProtectiveStop,lstm,42,8,184,162,0,,1.0,15,3
ProtectiveStop,lstm,42,8,185,163,1,1.0,,6,6
ProtectiveStop,lstm,42,8,199,176,0,,0.0,7,0
ProtectiveStop,lstm,42,8,200,177,0,,0.0,15,0
ProtectiveStop,lstm,43,8,176,154,0,,1.0,15,3
ProtectiveStop,lstm,43,8,177,155,0,,1.0,15,1
ProtectiveStop,lstm,43,8,178,156,0,,0.0,16,0
ProtectiveStop,lstm,43,8,179,157,0,,0.0,15,0
ProtectiveStop,lstm,43,8,180,158,0,,0.0,15,0
ProtectiveStop,lstm,43,8,181,159,0,,1.0,14,1
ProtectiveStop,lstm,43,8,182,160,1,1.0,,18,5
ProtectiveStop,lstm,43,8,183,161,1,1.0,,38,9
ProtectiveStop,lstm,43,8,184,162,0,,1.0,15,3
ProtectiveStop,lstm,43,8,185,163,1,1.0,,6,6
ProtectiveStop,lstm,43,8,199,176,0,,0.0,7,0
ProtectiveStop,lstm,43,8,200,177,0,,0.0,15,0
ProtectiveStop,lstm,44,8,176,154,0,,1.0,15,4
ProtectiveStop,lstm,44,8,177,155,0,,1.0,15,1
ProtectiveStop,lstm,44,8,178,156,0,,0.0,16,0
ProtectiveStop,lstm,44,8,179,157,0,,0.0,15,0
ProtectiveStop,lstm,44,8,180,158,0,,0.0,15,0
ProtectiveStop,lstm,44,8,181,159,0,,1.0,14,3
ProtectiveStop,lstm,44,8,182,160,1,1.0,,18,6
ProtectiveStop,lstm,44,8,183,161,1,1.0,,38,9
ProtectiveStop,lstm,44,8,184,162,0,,1.0,15,4
ProtectiveStop,lstm,44,8,185,163,1,1.0,,6,6
ProtectiveStop,lstm,44,8,199,176,0,,0.0,7,0
ProtectiveStop,lstm,44,8,200,177,0,,0.0,15,0
ProtectiveStop,lstm,42,9,201,178,1,1.0,,30,11
ProtectiveStop,lstm,42,9,202,179,0,,0.0,15,0
ProtectiveStop,lstm,42,9,203,180,0,,0.0,15,0
ProtectiveStop,lstm,42,9,204,181,1,1.0,,38,10
ProtectiveStop,lstm,42,9,205,182,0,,0.0,16,0
ProtectiveStop,lstm,42,9,206,183,1,1.0,,18,5
ProtectiveStop,lstm,42,9,207,184,0,,1.0,15,1
ProtectiveStop,lstm,42,9,208,185,0,,0.0,14,0
ProtectiveStop,lstm,42,9,209,186,0,,1.0,15,1
ProtectiveStop,lstm,42,9,210,187,1,1.0,,49,12
ProtectiveStop,lstm,42,9,211,188,0,,0.0,15,0
ProtectiveStop,lstm,42,9,212,189,1,1.0,,19,6
ProtectiveStop,lstm,42,9,213,190,0,,0.0,15,0
ProtectiveStop,lstm,42,9,214,191,1,1.0,,40,12
ProtectiveStop,lstm,42,9,215,192,1,1.0,,31,1
ProtectiveStop,lstm,42,9,216,193,0,,0.0,16,0
ProtectiveStop,lstm,42,9,217,194,1,1.0,,17,4
ProtectiveStop,lstm,42,9,218,195,1,1.0,,18,5
ProtectiveStop,lstm,42,9,219,196,1,1.0,,23,10
ProtectiveStop,lstm,42,9,220,197,1,1.0,,32,7
ProtectiveStop,lstm,42,9,221,198,1,0.0,,19,0
ProtectiveStop,lstm,42,9,222,199,1,1.0,,18,5
ProtectiveStop,lstm,42,9,223,200,1,1.0,,19,7
ProtectiveStop,lstm,42,9,224,201,1,1.0,,19,6
ProtectiveStop,lstm,42,9,225,202,1,1.0,,19,6
ProtectiveStop,lstm,42,9,224,210,1,1.0,,16,6
ProtectiveStop,lstm,43,9,201,178,1,1.0,,30,11
ProtectiveStop,lstm,43,9,202,179,0,,0.0,15,0
ProtectiveStop,lstm,43,9,203,180,0,,0.0,15,0
ProtectiveStop,lstm,43,9,204,181,1,1.0,,38,10
ProtectiveStop,lstm,43,9,205,182,0,,0.0,16,0
ProtectiveStop,lstm,43,9,206,183,1,1.0,,18,5
ProtectiveStop,lstm,43,9,207,184,0,,1.0,15,1
ProtectiveStop,lstm,43,9,208,185,0,,0.0,14,0
ProtectiveStop,lstm,43,9,209,186,0,,0.0,15,0
ProtectiveStop,lstm,43,9,210,187,1,1.0,,49,12
ProtectiveStop,lstm,43,9,211,188,0,,0.0,15,0
ProtectiveStop,lstm,43,9,212,189,1,1.0,,19,6
ProtectiveStop,lstm,43,9,213,190,0,,0.0,15,0
ProtectiveStop,lstm,43,9,214,191,1,1.0,,40,12
ProtectiveStop,lstm,43,9,215,192,1,1.0,,31,4
ProtectiveStop,lstm,43,9,216,193,0,,0.0,16,0
ProtectiveStop,lstm,43,9,217,194,1,1.0,,17,4
ProtectiveStop,lstm,43,9,218,195,1,1.0,,18,5
ProtectiveStop,lstm,43,9,219,196,1,1.0,,23,9
ProtectiveStop,lstm,43,9,220,197,1,1.0,,32,11
ProtectiveStop,lstm,43,9,221,198,1,0.0,,19,0
ProtectiveStop,lstm,43,9,222,199,1,1.0,,18,5
ProtectiveStop,lstm,43,9,223,200,1,1.0,,19,7
ProtectiveStop,lstm,43,9,224,201,1,1.0,,19,6
ProtectiveStop,lstm,43,9,225,202,1,1.0,,19,6
ProtectiveStop,lstm,43,9,224,210,1,1.0,,16,6
ProtectiveStop,lstm,44,9,201,178,1,1.0,,30,11
ProtectiveStop,lstm,44,9,202,179,0,,0.0,15,0
ProtectiveStop,lstm,44,9,203,180,0,,0.0,15,0
ProtectiveStop,lstm,44,9,204,181,1,1.0,,38,11
ProtectiveStop,lstm,44,9,205,182,0,,0.0,16,0
ProtectiveStop,lstm,44,9,206,183,1,1.0,,18,6
ProtectiveStop,lstm,44,9,207,184,0,,1.0,15,2
ProtectiveStop,lstm,44,9,208,185,0,,0.0,14,0
ProtectiveStop,lstm,44,9,209,186,0,,1.0,15,1
ProtectiveStop,lstm,44,9,210,187,1,1.0,,49,12
ProtectiveStop,lstm,44,9,211,188,0,,0.0,15,0
ProtectiveStop,lstm,44,9,212,189,1,1.0,,19,6
ProtectiveStop,lstm,44,9,213,190,0,,0.0,15,0
ProtectiveStop,lstm,44,9,214,191,1,1.0,,40,12
ProtectiveStop,lstm,44,9,215,192,1,1.0,,31,4
ProtectiveStop,lstm,44,9,216,193,0,,0.0,16,0
ProtectiveStop,lstm,44,9,217,194,1,1.0,,17,4
ProtectiveStop,lstm,44,9,218,195,1,1.0,,18,5
ProtectiveStop,lstm,44,9,219,196,1,1.0,,23,9
ProtectiveStop,lstm,44,9,220,197,1,1.0,,32,12
ProtectiveStop,lstm,44,9,221,198,1,0.0,,19,0
ProtectiveStop,lstm,44,9,222,199,1,1.0,,18,5
ProtectiveStop,lstm,44,9,223,200,1,1.0,,19,7
ProtectiveStop,lstm,44,9,224,201,1,1.0,,19,6
ProtectiveStop,lstm,44,9,225,202,1,1.0,,19,6
ProtectiveStop,lstm,44,9,224,210,1,1.0,,16,6
ProtectiveStop,lstm,42,10,226,203,1,1.0,,19,6
ProtectiveStop,lstm,42,10,227,204,1,1.0,,18,5
ProtectiveStop,lstm,42,10,229,205,1,1.0,,42,18
ProtectiveStop,lstm,42,10,230,206,1,1.0,,18,6
ProtectiveStop,lstm,42,10,231,207,1,1.0,,35,14
ProtectiveStop,lstm,42,10,232,208,0,,1.0,15,3
ProtectiveStop,lstm,42,10,233,209,1,1.0,,31,18
ProtectiveStop,lstm,42,10,230,216,1,1.0,,20,7
ProtectiveStop,lstm,42,10,231,217,1,1.0,,18,6
ProtectiveStop,lstm,42,10,232,218,1,1.0,,20,6
ProtectiveStop,lstm,42,10,233,219,0,,0.0,15,0
ProtectiveStop,lstm,42,10,234,220,1,1.0,,52,14
ProtectiveStop,lstm,42,10,235,221,1,1.0,,18,6
ProtectiveStop,lstm,42,10,236,222,0,,1.0,15,2
ProtectiveStop,lstm,42,10,237,223,1,1.0,,43,17
ProtectiveStop,lstm,42,10,238,224,0,,0.0,15,0
ProtectiveStop,lstm,42,10,239,225,1,1.0,,34,11
ProtectiveStop,lstm,42,10,240,226,1,1.0,,37,7
ProtectiveStop,lstm,42,10,241,227,0,,0.0,15,0
ProtectiveStop,lstm,42,10,242,228,1,1.0,,43,18
ProtectiveStop,lstm,42,10,243,229,0,,1.0,16,2
ProtectiveStop,lstm,42,10,245,230,0,,1.0,15,3
ProtectiveStop,lstm,42,10,246,231,1,1.0,,40,24
ProtectiveStop,lstm,42,10,247,232,1,1.0,,46,9
ProtectiveStop,lstm,42,10,248,233,0,,1.0,15,3
ProtectiveStop,lstm,42,10,249,234,1,1.0,,37,17
ProtectiveStop,lstm,42,10,250,235,1,1.0,,33,15
ProtectiveStop,lstm,43,10,226,203,1,1.0,,19,7
ProtectiveStop,lstm,43,10,227,204,1,1.0,,18,6
ProtectiveStop,lstm,43,10,229,205,1,1.0,,42,18
ProtectiveStop,lstm,43,10,230,206,1,1.0,,18,6
ProtectiveStop,lstm,43,10,231,207,1,1.0,,35,13
ProtectiveStop,lstm,43,10,232,208,0,,0.0,15,0
ProtectiveStop,lstm,43,10,233,209,1,1.0,,31,18
ProtectiveStop,lstm,43,10,230,216,1,1.0,,20,7
ProtectiveStop,lstm,43,10,231,217,1,1.0,,18,6
ProtectiveStop,lstm,43,10,232,218,1,1.0,,20,5
ProtectiveStop,lstm,43,10,233,219,0,,0.0,15,0
ProtectiveStop,lstm,43,10,234,220,1,1.0,,52,13
ProtectiveStop,lstm,43,10,235,221,1,1.0,,18,6
ProtectiveStop,lstm,43,10,236,222,0,,1.0,15,3
ProtectiveStop,lstm,43,10,237,223,1,1.0,,43,15
ProtectiveStop,lstm,43,10,238,224,0,,0.0,15,0
ProtectiveStop,lstm,43,10,239,225,1,1.0,,34,10
ProtectiveStop,lstm,43,10,240,226,1,1.0,,37,7
ProtectiveStop,lstm,43,10,241,227,0,,0.0,15,0
ProtectiveStop,lstm,43,10,242,228,1,1.0,,43,11
ProtectiveStop,lstm,43,10,243,229,0,,1.0,16,3
ProtectiveStop,lstm,43,10,245,230,0,,1.0,15,1
ProtectiveStop,lstm,43,10,246,231,1,1.0,,40,19
ProtectiveStop,lstm,43,10,247,232,1,1.0,,46,9
ProtectiveStop,lstm,43,10,248,233,0,,1.0,15,1
ProtectiveStop,lstm,43,10,249,234,1,1.0,,37,14
ProtectiveStop,lstm,43,10,250,235,1,1.0,,33,10
ProtectiveStop,lstm,44,10,226,203,1,1.0,,19,6
ProtectiveStop,lstm,44,10,227,204,1,1.0,,18,5
ProtectiveStop,lstm,44,10,229,205,1,1.0,,42,18
ProtectiveStop,lstm,44,10,230,206,1,1.0,,18,6
ProtectiveStop,lstm,44,10,231,207,1,1.0,,35,13
ProtectiveStop,lstm,44,10,232,208,0,,0.0,15,0
ProtectiveStop,lstm,44,10,233,209,1,1.0,,31,18
ProtectiveStop,lstm,44,10,230,216,1,1.0,,20,7
ProtectiveStop,lstm,44,10,231,217,1,1.0,,18,6
ProtectiveStop,lstm,44,10,232,218,1,1.0,,20,7
ProtectiveStop,lstm,44,10,233,219,0,,0.0,15,0
ProtectiveStop,lstm,44,10,234,220,1,1.0,,52,12
ProtectiveStop,lstm,44,10,235,221,1,1.0,,18,6
ProtectiveStop,lstm,44,10,236,222,0,,1.0,15,1
ProtectiveStop,lstm,44,10,237,223,1,1.0,,43,16
ProtectiveStop,lstm,44,10,238,224,0,,0.0,15,0
ProtectiveStop,lstm,44,10,239,225,1,1.0,,34,10
ProtectiveStop,lstm,44,10,240,226,1,1.0,,37,6
ProtectiveStop,lstm,44,10,241,227,0,,0.0,15,0
ProtectiveStop,lstm,44,10,242,228,1,1.0,,43,19
ProtectiveStop,lstm,44,10,243,229,0,,1.0,16,2
ProtectiveStop,lstm,44,10,245,230,0,,0.0,15,0
ProtectiveStop,lstm,44,10,246,231,1,1.0,,40,18
ProtectiveStop,lstm,44,10,247,232,1,1.0,,46,9
ProtectiveStop,lstm,44,10,248,233,0,,1.0,15,1
ProtectiveStop,lstm,44,10,249,234,1,1.0,,37,15
ProtectiveStop,lstm,44,10,250,235,1,1.0,,33,11
GripLost,1d_cnn,42,1,1,1,0,,0.0,30,0
GripLost,1d_cnn,42,1,2,2,1,1.0,,37,24
GripLost,1d_cnn,42,1,3,3,0,,0.0,17,0
GripLost,1d_cnn,42,1,4,4,0,,0.0,15,0
GripLost,1d_cnn,42,1,5,5,1,1.0,,18,6
GripLost,1d_cnn,42,1,6,6,1,1.0,,22,5
GripLost,1d_cnn,42,1,8,8,0,,0.0,15,0
GripLost,1d_cnn,42,1,9,9,0,,0.0,15,0
GripLost,1d_cnn,42,1,10,10,0,,0.0,15,0
GripLost,1d_cnn,42,1,11,11,0,,0.0,16,0
GripLost,1d_cnn,42,1,12,12,0,,0.0,15,0
GripLost,1d_cnn,42,1,13,13,0,,0.0,15,0
GripLost,1d_cnn,42,1,14,14,1,1.0,,19,5
GripLost,1d_cnn,42,1,15,15,1,1.0,,14,11
GripLost,1d_cnn,42,1,16,16,0,,0.0,16,0
GripLost,1d_cnn,42,1,17,17,0,,0.0,15,0
GripLost,1d_cnn,42,1,18,18,0,,0.0,16,0
GripLost,1d_cnn,42,1,19,19,0,,1.0,15,1
GripLost,1d_cnn,42,1,20,20,0,,0.0,15,0
GripLost,1d_cnn,42,1,21,21,0,,0.0,16,0
GripLost,1d_cnn,42,1,22,22,0,,0.0,27,0
GripLost,1d_cnn,42,1,23,23,0,,0.0,15,0
GripLost,1d_cnn,42,1,24,24,0,,0.0,15,0
GripLost,1d_cnn,42,1,25,25,0,,0.0,16,0
GripLost,1d_cnn,43,1,1,1,0,,0.0,30,0
GripLost,1d_cnn,43,1,2,2,1,1.0,,37,22
GripLost,1d_cnn,43,1,3,3,0,,0.0,17,0
GripLost,1d_cnn,43,1,4,4,0,,0.0,15,0
GripLost,1d_cnn,43,1,5,5,1,1.0,,18,6
GripLost,1d_cnn,43,1,6,6,1,1.0,,22,5
GripLost,1d_cnn,43,1,8,8,0,,0.0,15,0
GripLost,1d_cnn,43,1,9,9,0,,0.0,15,0
GripLost,1d_cnn,43,1,10,10,0,,0.0,15,0
GripLost,1d_cnn,43,1,11,11,0,,0.0,16,0
GripLost,1d_cnn,43,1,12,12,0,,0.0,15,0
GripLost,1d_cnn,43,1,13,13,0,,1.0,15,1
GripLost,1d_cnn,43,1,14,14,1,1.0,,19,5
GripLost,1d_cnn,43,1,15,15,1,1.0,,14,11
GripLost,1d_cnn,43,1,16,16,0,,0.0,16,0
GripLost,1d_cnn,43,1,17,17,0,,0.0,15,0
GripLost,1d_cnn,43,1,18,18,0,,0.0,16,0
GripLost,1d_cnn,43,1,19,19,0,,1.0,15,2
GripLost,1d_cnn,43,1,20,20,0,,0.0,15,0
GripLost,1d_cnn,43,1,21,21,0,,0.0,16,0
GripLost,1d_cnn,43,1,22,22,0,,0.0,27,0
GripLost,1d_cnn,43,1,23,23,0,,0.0,15,0
GripLost,1d_cnn,43,1,24,24,0,,0.0,15,0
GripLost,1d_cnn,43,1,25,25,0,,0.0,16,0
GripLost,1d_cnn,44,1,1,1,0,,1.0,30,3
GripLost,1d_cnn,44,1,2,2,1,1.0,,37,33
GripLost,1d_cnn,44,1,3,3,0,,0.0,17,0
GripLost,1d_cnn,44,1,4,4,0,,0.0,15,0
GripLost,1d_cnn,44,1,5,5,1,1.0,,18,9
GripLost,1d_cnn,44,1,6,6,1,1.0,,22,10
GripLost,1d_cnn,44,1,8,8,0,,0.0,15,0
GripLost,1d_cnn,44,1,9,9,0,,0.0,15,0
GripLost,1d_cnn,44,1,10,10,0,,0.0,15,0
GripLost,1d_cnn,44,1,11,11,0,,0.0,16,0
GripLost,1d_cnn,44,1,12,12,0,,0.0,15,0
GripLost,1d_cnn,44,1,13,13,0,,1.0,15,3
GripLost,1d_cnn,44,1,14,14,1,1.0,,19,11
GripLost,1d_cnn,44,1,15,15,1,1.0,,14,12
GripLost,1d_cnn,44,1,16,16,0,,0.0,16,0
GripLost,1d_cnn,44,1,17,17,0,,1.0,15,1
GripLost,1d_cnn,44,1,18,18,0,,0.0,16,0
GripLost,1d_cnn,44,1,19,19,0,,1.0,15,2
GripLost,1d_cnn,44,1,20,20,0,,0.0,15,0
GripLost,1d_cnn,44,1,21,21,0,,1.0,16,1
GripLost,1d_cnn,44,1,22,22,0,,0.0,27,0
GripLost,1d_cnn,44,1,23,23,0,,0.0,15,0
GripLost,1d_cnn,44,1,24,24,0,,0.0,15,0
GripLost,1d_cnn,44,1,25,25,0,,0.0,16,0
GripLost,1d_cnn,42,2,26,26,0,,1.0,15,3
GripLost,1d_cnn,42,2,27,27,0,,0.0,15,0
GripLost,1d_cnn,42,2,28,28,0,,1.0,16,2
GripLost,1d_cnn,42,2,29,29,0,,0.0,15,0
GripLost,1d_cnn,42,2,30,30,0,,0.0,15,0
GripLost,1d_cnn,42,2,31,31,0,,0.0,14,0
GripLost,1d_cnn,42,2,32,32,0,,0.0,15,0
GripLost,1d_cnn,42,2,33,33,0,,1.0,16,2
GripLost,1d_cnn,42,2,34,34,0,,1.0,15,5
GripLost,1d_cnn,42,2,35,35,0,,0.0,20,0
GripLost,1d_cnn,42,2,36,36,1,1.0,,24,21
GripLost,1d_cnn,42,2,37,37,0,,0.0,15,0
GripLost,1d_cnn,42,2,38,38,0,,1.0,15,1
GripLost,1d_cnn,42,2,39,39,1,1.0,,15,13
GripLost,1d_cnn,42,2,40,40,1,1.0,,20,18
GripLost,1d_cnn,42,2,41,41,0,,0.0,15,0
GripLost,1d_cnn,42,2,42,42,0,,1.0,71,30
GripLost,1d_cnn,42,2,43,43,0,,0.0,15,0
GripLost,1d_cnn,42,2,44,44,0,,1.0,15,1
GripLost,1d_cnn,42,2,45,45,0,,0.0,15,0
GripLost,1d_cnn,42,2,48,48,0,,1.0,15,1
GripLost,1d_cnn,42,2,49,49,0,,0.0,15,0
GripLost,1d_cnn,42,2,50,50,0,,0.0,15,0
GripLost,1d_cnn,43,2,26,26,0,,1.0,15,5
GripLost,1d_cnn,43,2,27,27,0,,1.0,15,2
GripLost,1d_cnn,43,2,28,28,0,,1.0,16,7
GripLost,1d_cnn,43,2,29,29,0,,1.0,15,2
GripLost,1d_cnn,43,2,30,30,0,,1.0,15,1
GripLost,1d_cnn,43,2,31,31,0,,0.0,14,0
GripLost,1d_cnn,43,2,32,32,0,,1.0,15,3
GripLost,1d_cnn,43,2,33,33,0,,1.0,16,5
GripLost,1d_cnn,43,2,34,34,0,,1.0,15,5
GripLost,1d_cnn,43,2,35,35,0,,0.0,20,0
GripLost,1d_cnn,43,2,36,36,1,1.0,,24,24
GripLost,1d_cnn,43,2,37,37,0,,1.0,15,2
GripLost,1d_cnn,43,2,38,38,0,,1.0,15,4
GripLost,1d_cnn,43,2,39,39,1,1.0,,15,15
GripLost,1d_cnn,43,2,40,40,1,1.0,,20,19
GripLost,1d_cnn,43,2,41,41,0,,1.0,15,1
GripLost,1d_cnn,43,2,42,42,0,,1.0,71,33
GripLost,1d_cnn,43,2,43,43,0,,0.0,15,0
GripLost,1d_cnn,43,2,44,44,0,,1.0,15,2
GripLost,1d_cnn,43,2,45,45,0,,0.0,15,0
GripLost,1d_cnn,43,2,48,48,0,,1.0,15,3
GripLost,1d_cnn,43,2,49,49,0,,1.0,15,2
GripLost,1d_cnn,43,2,50,50,0,,0.0,15,0
GripLost,1d_cnn,44,2,26,26,0,,1.0,15,4
GripLost,1d_cnn,44,2,27,27,0,,1.0,15,2
GripLost,1d_cnn,44,2,28,28,0,,1.0,16,2
GripLost,1d_cnn,44,2,29,29,0,,0.0,15,0
GripLost,1d_cnn,44,2,30,30,0,,0.0,15,0
GripLost,1d_cnn,44,2,31,31,0,,0.0,14,0
GripLost,1d_cnn,44,2,32,32,0,,1.0,15,2
GripLost,1d_cnn,44,2,33,33,0,,1.0,16,6
GripLost,1d_cnn,44,2,34,34,0,,1.0,15,3
GripLost,1d_cnn,44,2,35,35,0,,0.0,20,0
GripLost,1d_cnn,44,2,36,36,1,1.0,,24,22
GripLost,1d_cnn,44,2,37,37,0,,0.0,15,0
GripLost,1d_cnn,44,2,38,38,0,,1.0,15,1
GripLost,1d_cnn,44,2,39,39,1,1.0,,15,14
GripLost,1d_cnn,44,2,40,40,1,1.0,,20,17
GripLost,1d_cnn,44,2,41,41,0,,0.0,15,0
GripLost,1d_cnn,44,2,42,42,0,,1.0,71,31
GripLost,1d_cnn,44,2,43,43,0,,0.0,15,0
GripLost,1d_cnn,44,2,44,44,0,,1.0,15,1
GripLost,1d_cnn,44,2,45,45,0,,0.0,15,0
