target,model_variant,seed,test_block,cycle,cycle_run,cycle_occurrence,true_event_cycle,cycle_alert,event_detected
System_Failure,lstm_autoencoder_19_raw_q90,42,4,97,96,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q90,42,4,98,97,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q90,42,4,99,98,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q90,42,4,100,99,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,42,4,76,75,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,42,4,85,84,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,42,4,86,85,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,42,4,87,86,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,42,4,88,87,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,42,4,89,88,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,42,4,90,89,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,42,4,91,90,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,42,4,92,91,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,42,4,93,92,1,0,1,0
System_Failure,lstm_autoencoder_19_raw_q95,42,4,94,93,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,42,4,95,94,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,42,4,96,95,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,42,4,97,96,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,42,4,98,97,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,42,4,99,98,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,42,4,100,99,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,42,4,76,75,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,42,4,85,84,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,42,4,86,85,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,42,4,87,86,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,42,4,88,87,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,42,4,89,88,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,42,4,90,89,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,42,4,91,90,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,42,4,92,91,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,42,4,93,92,1,0,1,0
System_Failure,lstm_autoencoder_19_raw_q97.5,42,4,94,93,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,42,4,95,94,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,42,4,96,95,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,42,4,97,96,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,42,4,98,97,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,42,4,99,98,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,42,4,100,99,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,4,76,75,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,4,85,84,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,4,86,85,1,1,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,4,87,86,1,1,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,4,88,87,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,4,89,88,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,4,90,89,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,4,91,90,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,4,92,91,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,4,93,92,1,0,1,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,4,94,93,1,0,1,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,4,95,94,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,4,96,95,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,4,97,96,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,4,98,97,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,4,99,98,1,1,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,4,100,99,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,4,76,75,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,4,85,84,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,4,86,85,1,1,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,4,87,86,1,1,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,4,88,87,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,4,89,88,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,4,90,89,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,4,91,90,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,4,92,91,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,4,93,92,1,0,1,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,4,94,93,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,4,95,94,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,4,96,95,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,4,97,96,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,4,98,97,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,4,99,98,1,1,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,4,100,99,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,4,76,75,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,4,85,84,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,4,86,85,1,1,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,4,87,86,1,1,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,4,88,87,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,4,89,88,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,4,90,89,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,4,91,90,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,4,92,91,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,4,93,92,1,0,1,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,4,94,93,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,4,95,94,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,4,96,95,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,4,97,96,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,4,98,97,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,4,99,98,1,1,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,4,100,99,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q90,42,4,76,75,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q90,42,4,85,84,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q90,42,4,86,85,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q90,42,4,87,86,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q90,42,4,88,87,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q90,42,4,89,88,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q90,42,4,90,89,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q90,42,4,91,90,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q90,42,4,92,91,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q90,42,4,93,92,1,0,1,0
GripLost,lstm_autoencoder_19_raw_q90,42,4,94,93,1,0,1,0
GripLost,lstm_autoencoder_19_raw_q90,42,4,95,94,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q90,42,4,96,95,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q90,42,4,97,96,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q90,42,4,98,97,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q90,42,4,99,98,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q90,42,4,100,99,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q95,42,4,76,75,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q95,42,4,85,84,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q95,42,4,86,85,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q95,42,4,87,86,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q95,42,4,88,87,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q95,42,4,89,88,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q95,42,4,90,89,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q95,42,4,91,90,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q95,42,4,92,91,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q95,42,4,93,92,1,0,1,0
GripLost,lstm_autoencoder_19_raw_q95,42,4,94,93,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q95,42,4,95,94,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q95,42,4,96,95,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q95,42,4,97,96,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q95,42,4,98,97,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q95,42,4,99,98,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q95,42,4,100,99,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,42,4,76,75,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,42,4,85,84,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,42,4,86,85,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,42,4,87,86,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,42,4,88,87,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,42,4,89,88,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,42,4,90,89,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,42,4,91,90,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,42,4,92,91,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,42,4,93,92,1,0,1,0
GripLost,lstm_autoencoder_19_raw_q97.5,42,4,94,93,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,42,4,95,94,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,42,4,96,95,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,42,4,97,96,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,42,4,98,97,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,42,4,99,98,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,42,4,100,99,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q90,43,4,76,75,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q90,43,4,85,84,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q90,43,4,86,85,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q90,43,4,87,86,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q90,43,4,88,87,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q90,43,4,89,88,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q90,43,4,90,89,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q90,43,4,91,90,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q90,43,4,92,91,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q90,43,4,93,92,1,0,1,0
System_Failure,lstm_autoencoder_19_raw_q90,43,4,94,93,1,0,1,0
System_Failure,lstm_autoencoder_19_raw_q90,43,4,95,94,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q90,43,4,96,95,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q90,43,4,97,96,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q90,43,4,98,97,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q90,43,4,99,98,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q90,43,4,100,99,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,43,4,76,75,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,43,4,85,84,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,43,4,86,85,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,43,4,87,86,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,43,4,88,87,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,43,4,89,88,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,43,4,90,89,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,43,4,91,90,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,43,4,92,91,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,43,4,93,92,1,0,1,0
System_Failure,lstm_autoencoder_19_raw_q95,43,4,94,93,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,43,4,95,94,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,43,4,96,95,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,43,4,97,96,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,43,4,98,97,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,43,4,99,98,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,43,4,100,99,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,43,4,76,75,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,43,4,85,84,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,43,4,86,85,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,43,4,87,86,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,43,4,88,87,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,43,4,89,88,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,43,4,90,89,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,43,4,91,90,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,43,4,92,91,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,43,4,93,92,1,0,1,0
System_Failure,lstm_autoencoder_19_raw_q97.5,43,4,94,93,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,43,4,95,94,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,43,4,96,95,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,43,4,97,96,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,43,4,98,97,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,43,4,99,98,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,43,4,100,99,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,4,76,75,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,4,85,84,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,4,86,85,1,1,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,4,87,86,1,1,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,4,88,87,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,4,89,88,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,4,90,89,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,4,91,90,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,4,92,91,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,4,93,92,1,0,1,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,4,94,93,1,0,1,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,4,95,94,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,4,96,95,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,4,97,96,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,4,98,97,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,4,99,98,1,1,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,4,100,99,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,4,76,75,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,4,85,84,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,4,86,85,1,1,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,4,87,86,1,1,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,4,88,87,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,4,89,88,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,4,90,89,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,4,91,90,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,4,92,91,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,4,93,92,1,0,1,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,4,94,93,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,4,95,94,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,4,96,95,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,4,97,96,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,4,98,97,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,4,99,98,1,1,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,4,100,99,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,4,76,75,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,4,85,84,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,4,86,85,1,1,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,4,87,86,1,1,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,4,88,87,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,4,89,88,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,4,90,89,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,4,91,90,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,4,92,91,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,4,93,92,1,0,1,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,4,94,93,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,4,95,94,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,4,96,95,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,4,97,96,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,4,98,97,1,0,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,4,99,98,1,1,0,0
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,4,100,99,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q90,43,4,76,75,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q90,43,4,85,84,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q90,43,4,86,85,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q90,43,4,87,86,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q90,43,4,88,87,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q90,43,4,89,88,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q90,43,4,90,89,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q90,43,4,91,90,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q90,43,4,92,91,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q90,43,4,93,92,1,0,1,0
GripLost,lstm_autoencoder_19_raw_q90,43,4,94,93,1,0,1,0
GripLost,lstm_autoencoder_19_raw_q90,43,4,95,94,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q90,43,4,96,95,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q90,43,4,97,96,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q90,43,4,98,97,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q90,43,4,99,98,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q90,43,4,100,99,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q95,43,4,76,75,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q95,43,4,85,84,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q95,43,4,86,85,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q95,43,4,87,86,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q95,43,4,88,87,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q95,43,4,89,88,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q95,43,4,90,89,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q95,43,4,91,90,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q95,43,4,92,91,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q95,43,4,93,92,1,0,1,0
GripLost,lstm_autoencoder_19_raw_q95,43,4,94,93,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q95,43,4,95,94,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q95,43,4,96,95,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q95,43,4,97,96,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q95,43,4,98,97,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q95,43,4,99,98,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q95,43,4,100,99,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,43,4,76,75,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,43,4,85,84,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,43,4,86,85,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,43,4,87,86,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,43,4,88,87,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,43,4,89,88,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,43,4,90,89,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,43,4,91,90,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,43,4,92,91,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,43,4,93,92,1,0,1,0
GripLost,lstm_autoencoder_19_raw_q97.5,43,4,94,93,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,43,4,95,94,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,43,4,96,95,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,43,4,97,96,1,1,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,43,4,98,97,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,43,4,99,98,1,0,0,0
GripLost,lstm_autoencoder_19_raw_q97.5,43,4,100,99,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q90,44,4,76,75,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q90,44,4,85,84,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q90,44,4,86,85,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q90,44,4,87,86,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q90,44,4,88,87,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q90,44,4,89,88,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q90,44,4,90,89,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q90,44,4,91,90,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q90,44,4,92,91,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q90,44,4,93,92,1,0,1,0
System_Failure,lstm_autoencoder_19_raw_q90,44,4,94,93,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q90,44,4,95,94,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q90,44,4,96,95,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q90,44,4,97,96,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q90,44,4,98,97,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q90,44,4,99,98,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q90,44,4,100,99,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,44,4,76,75,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,44,4,85,84,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,44,4,86,85,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,44,4,87,86,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,44,4,88,87,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,44,4,89,88,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,44,4,90,89,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,44,4,91,90,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,44,4,92,91,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,44,4,93,92,1,0,1,0
System_Failure,lstm_autoencoder_19_raw_q95,44,4,94,93,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,44,4,95,94,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,44,4,96,95,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,44,4,97,96,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,44,4,98,97,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q95,44,4,99,98,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q95,44,4,100,99,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,44,4,76,75,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,44,4,85,84,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,44,4,86,85,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,44,4,87,86,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,44,4,88,87,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,44,4,89,88,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,44,4,90,89,1,0,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,44,4,91,90,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,44,4,92,91,1,1,0,0
System_Failure,lstm_autoencoder_19_raw_q97.5,44,4,93,92,1,0,1,0
